FlightDate,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,Origin,Dest,CRSDepTime,DepTime,CRSArrTime,ArrTime,Cancelled,CancellationCode,DepDelay,ArrDelay,CRSElapsedTime
2024-01-12,WN,N710WN,1102,MDW,STL,1100,1104,1205,1209,0,,4,4,65
2024-01-12,WN,N710WN,1103,STL,MDW,1235,1312,1340,1417,0,,37,37,65
2024-01-12,WN,N710WN,1104,MDW,MCI,1410,1446,1535,1611,0,,36,36,85
2024-01-12,WN,N710WN,1105,MCI,MDW,1605,1625,1730,1750,0,,20,20,85
2024-01-12,WN,N711WN,1110,MDW,STL,0715,0715,0820,0820,0,,0,0,65
2024-01-12,WN,N711WN,1111,STL,MDW,0850,0850,0955,0955,0,,0,0,65
2024-01-12,WN,N711WN,1112,MDW,ATL,1025,1118,1210,1303,0,,53,53,105
2024-01-12,WN,N711WN,1113,ATL,MDW,1240,1255,1425,1440,0,,15,15,105
2024-01-12,WN,N711WN,1114,MDW,MCI,1455,1513,1620,1638,0,,18,18,85
2024-01-12,WN,N711WN,1115,MCI,MDW,1650,1657,1815,1822,0,,7,7,85
2024-01-12,WN,N712WN,1120,MDW,ATL,0700,0700,0845,0845,0,,0,0,105
2024-01-12,WN,N712WN,1121,ATL,MDW,0915,0915,1100,1100,0,,0,0,105
2024-01-12,WN,N712WN,1122,MDW,STL,1130,1130,1235,1235,0,,0,0,65
2024-01-12,WN,N712WN,1123,STL,MDW,1305,1312,1410,1417,0,,7,7,65
2024-01-12,WN,N712WN,1124,MDW,DEN,1440,1453,1700,1713,0,,13,13,140
2024-01-12,WN,N712WN,1125,DEN,MDW,1730,1730,1950,1950,0,,0,0,140
2024-01-12,WN,N713WN,1130,MDW,ATL,0615,0615,0800,0800,0,,0,0,105
2024-01-12,WN,N713WN,1131,ATL,MDW,0830,0851,1015,1036,0,,21,21,105
2024-01-12,WN,N713WN,1132,MDW,MCI,1045,1048,1210,1213,0,,3,3,85
2024-01-12,WN,N713WN,1133,MCI,MDW,1240,1240,1405,1405,0,,0,0,85
2024-01-12,WN,N713WN,1134,MDW,ATL,1435,1456,1620,1641,0,,21,21,105
2024-01-12,WN,N713WN,1135,ATL,MDW,1650,1655,1835,1840,0,,5,5,105
2024-01-12,WN,N714WN,1140,MDW,DAL,0530,0604,0720,0754,0,,34,34,110
2024-01-12,WN,N714WN,1141,DAL,MDW,0750,0750,0940,0940,0,,0,0,110
2024-01-12,WN,N714WN,1142,MDW,DEN,1010,1054,1230,1314,0,,44,44,140
2024-01-12,WN,N714WN,1143,DEN,MDW,1300,1311,1520,1531,0,,11,11,140
2024-01-12,WN,N714WN,1144,MDW,MCI,1550,1633,1715,1758,0,,43,43,85
2024-01-12,WN,N714WN,1145,MCI,MDW,1745,1801,1910,1926,0,,16,16,85
2024-01-12,WN,N715WN,1150,MDW,PHX,0600,0600,0915,0915,0,,0,0,195
2024-01-12,WN,N715WN,1151,PHX,MDW,0945,1015,1300,1330,0,,30,30,195
2024-01-12,WN,N715WN,1152,MDW,ATL,1330,1334,1515,1519,0,,4,4,105
2024-01-12,WN,N715WN,1153,ATL,MDW,1545,1606,1730,1751,0,,21,21,105
2024-01-12,WN,N715WN,1154,MDW,ATL,1800,1829,1945,2014,0,,29,29,105
2024-01-12,WN,N715WN,1155,ATL,MDW,2015,2015,2200,2200,0,,0,0,105
2024-01-12,WN,N716WN,1160,MDW,STL,0600,0620,0705,0725,0,,20,20,65
2024-01-12,WN,N716WN,1161,STL,MDW,0735,0746,0840,0851,0,,11,11,65
2024-01-12,WN,N716WN,1162,MDW,ATL,0910,0920,1055,1105,0,,10,10,105
2024-01-12,WN,N716WN,1163,ATL,MDW,1125,1126,1310,1311,0,,1,1,105
2024-01-12,WN,N716WN,1164,MDW,DAL,1340,1426,1530,1616,0,,46,46,110
2024-01-12,WN,N716WN,1165,DAL,MDW,1600,1600,1750,1750,0,,0,0,110
2024-01-12,WN,N717WN,1170,MDW,STL,0545,0545,0650,0650,0,,0,0,65
2024-01-12,WN,N717WN,1171,STL,MDW,0720,0720,0825,0825,0,,0,0,65
2024-01-12,WN,N717WN,1172,MDW,MCI,0855,0940,1020,1105,0,,45,45,85
2024-01-12,WN,N717WN,1173,MCI,MDW,1050,1105,1215,1230,0,,15,15,85
2024-01-12,WN,N717WN,1174,MDW,PHX,1245,1320,1600,1635,0,,35,35,195
2024-01-12,WN,N717WN,1175,PHX,MDW,1630,1630,1945,1945,0,,0,0,195
2024-01-12,WN,N718WN,1180,MDW,LAS,0645,0658,1010,1023,0,,13,13,205
2024-01-12,WN,N718WN,1181,LAS,MDW,1040,1131,1405,1456,0,,51,51,205
2024-01-12,WN,N718WN,1182,MDW,DEN,1435,1436,1655,1656,0,,1,1,140
2024-01-12,WN,N718WN,1183,DEN,MDW,1725,1725,1945,1945,0,,0,0,140
2024-01-12,WN,N718WN,1184,MDW,DEN,2015,2015,2235,2235,0,,0,0,140
2024-01-12,WN,N718WN,1185,DEN,MDW,2305,2305,0125,0125,0,,0,0,140
2024-01-12,WN,N719WN,1190,MDW,PHX,0530,0530,0845,0845,0,,0,0,195
2024-01-12,WN,N719WN,1191,PHX,MDW,0915,0915,1230,1230,0,,0,0,195
2024-01-12,WN,N719WN,1192,MDW,DEN,1300,1315,1520,1535,0,,15,15,140
2024-01-12,WN,N719WN,1193,DEN,MDW,1550,1550,1810,1810,0,,0,0,140
2024-01-12,WN,N719WN,1194,MDW,PHX,1840,1916,2155,2231,0,,36,36,195
2024-01-12,WN,N719WN,1195,PHX,MDW,2225,2225,0140,0140,0,,0,0,195
2024-01-12,WN,N720WN,1200,MDW,ATL,0715,0737,0900,0922,0,,22,22,105
2024-01-12,WN,N720WN,1201,ATL,MDW,0930,0946,1115,1131,0,,16,16,105
2024-01-12,WN,N720WN,1202,MDW,DEN,1145,1202,1405,1422,0,,17,17,140
2024-01-12,WN,N720WN,1203,DEN,MDW,1435,1456,1655,1716,0,,21,21,140
2024-01-12,WN,N720WN,1204,MDW,DAL,1725,1725,1915,1915,0,,0,0,110
2024-01-12,WN,N720WN,1205,DAL,MDW,1945,2008,2135,2158,0,,23,23,110
2024-01-12,WN,N721WN,1210,MDW,STL,0530,0530,0635,0635,0,,0,0,65
2024-01-12,WN,N721WN,1211,STL,MDW,0705,0708,0810,0813,0,,3,3,65
2024-01-12,WN,N721WN,1212,MDW,DEN,0840,0840,1100,1100,0,,0,0,140
2024-01-12,WN,N721WN,1213,DEN,MDW,1130,1140,1350,1400,0,,10,10,140
2024-01-12,WN,N721WN,1214,MDW,DAL,1420,1420,1610,1610,0,,0,0,110
2024-01-12,WN,N721WN,1215,DAL,MDW,1640,1709,1830,1859,0,,29,29,110
2024-01-13,WN,N700WN,1000,MDW,BNA,0645,0645,0805,0805,0,,0,0,80
2024-01-13,WN,N700WN,1001,BNA,MDW,0835,0843,0955,1003,0,,8,8,80
2024-01-13,WN,N700WN,1002,MDW,DEN,1025,1035,1245,1255,0,,10,10,140
2024-01-13,WN,N700WN,1003,DEN,MDW,1315,1341,1535,1601,0,,26,26,140
2024-01-13,WN,N700WN,1004,MDW,DEN,1605,1605,1825,1825,0,,0,0,140
2024-01-13,WN,N700WN,1005,DEN,MDW,1855,1855,2115,2115,0,,0,0,140
2024-01-13,WN,N701WN,1010,MDW,LAS,0545,0554,0910,0919,0,,9,9,205
2024-01-13,WN,N701WN,1011,LAS,MDW,0940,0943,1305,1308,0,,3,3,205
2024-01-13,WN,N701WN,1012,MDW,BNA,1335,1349,1455,1509,0,,14,14,80
2024-01-13,WN,N701WN,1013,BNA,MDW,1525,1525,1645,1645,0,,0,0,80
2024-01-13,WN,N701WN,1014,MDW,MCI,1715,1715,1840,1840,0,,0,0,85
2024-01-13,WN,N701WN,1015,MCI,MDW,1910,1946,2035,2111,0,,36,36,85
2024-01-13,WN,N702WN,1020,MDW,DEN,0545,0601,0805,0821,0,,16,16,140
2024-01-13,WN,N702WN,1021,DEN,MDW,0835,0844,1055,1104,0,,9,9,140
2024-01-13,WN,N702WN,1022,MDW,LAS,1125,1130,1450,1455,0,,5,5,205
2024-01-13,WN,N702WN,1023,LAS,MDW,1520,1539,1845,1904,0,,19,19,205
2024-01-13,WN,N702WN,1024,MDW,LAS,1915,1927,2240,2252,0,,12,12,205
2024-01-13,WN,N702WN,1025,LAS,MDW,2310,2330,0235,0255,0,,20,20,205
2024-01-13,WN,N703WN,1030,MDW,PHX,0715,0715,1030,1030,0,,0,0,195
2024-01-13,WN,N703WN,1031,PHX,MDW,1100,1100,1415,1415,0,,0,0,195
2024-01-13,WN,N703WN,1032,MDW,ATL,1445,1518,1630,1703,0,,33,33,105
2024-01-13,WN,N703WN,1033,ATL,MDW,1700,1711,1845,1856,0,,11,11,105
2024-01-13,WN,N703WN,1034,MDW,DEN,1915,,2135,,1,A,,,140
2024-01-13,WN,N703WN,1035,DEN,MDW,2205,2214,0025,0034,0,,9,9,140
2024-01-13,WN,N704WN,1040,MDW,BNA,0630,0717,0750,0837,0,,47,47,80
2024-01-13,WN,N704WN,1041,BNA,MDW,0820,0820,0940,0940,0,,0,0,80
2024-01-13,WN,N704WN,1042,MDW,STL,1010,1010,1115,1115,0,,0,0,65
2024-01-13,WN,N704WN,1043,STL,MDW,1145,1155,1250,1300,0,,10,10,65
2024-01-13,WN,N704WN,1044,MDW,LAS,1320,1333,1645,1658,0,,13,13,205
2024-01-13,WN,N704WN,1045,LAS,MDW,1715,1748,2040,2113,0,,33,33,205
2024-01-13,WN,N705WN,1050,MDW,PHX,0600,0707,0915,1022,0,,67,67,195
2024-01-13,WN,N705WN,1051,PHX,MDW,0945,0945,1300,1300,0,,0,0,195
2024-01-13,WN,N705WN,1052,MDW,BNA,1330,1401,1450,1521,0,,31,31,80
2024-01-13,WN,N705WN,1053,BNA,MDW,1520,1536,1640,1656,0,,16,16,80
2024-01-13,WN,N705WN,1054,MDW,BNA,1710,1806,1830,1926,0,,56,56,80
2024-01-13,WN,N705WN,1055,BNA,MDW,1900,1928,2020,2048,0,,28,28,80
2024-01-13,WN,N706WN,1060,MDW,MCI,0615,0717,0740,0842,0,,62,62,85
2024-01-13,WN,N706WN,1061,MCI,MDW,0810,0810,0935,0935,0,,0,0,85
2024-01-13,WN,N706WN,1062,MDW,STL,1005,1022,1110,1127,0,,17,17,65
2024-01-13,WN,N706WN,1063,STL,MDW,1140,1140,1245,1245,0,,0,0,65
2024-01-13,WN,N706WN,1064,MDW,BNA,1315,1414,1435,1534,0,,59,59,80
2024-01-13,WN,N706WN,1065,BNA,MDW,1505,1505,1625,1625,0,,0,0,80
2024-01-13,WN,N707WN,1070,MDW,DEN,0630,0630,0850,0850,0,,0,0,140
2024-01-13,WN,N707WN,1071,DEN,MDW,0920,0921,1140,1141,0,,1,1,140
2024-01-13,WN,N707WN,1072,MDW,STL,1210,1210,1315,1315,0,,0,0,65
2024-01-13,WN,N707WN,1073,STL,MDW,1345,1415,1450,1520,0,,30,30,65
2024-01-13,WN,N707WN,1074,MDW,LAS,1520,1527,1845,1852,0,,7,7,205
2024-01-13,WN,N707WN,1075,LAS,MDW,1915,1915,2240,2240,0,,0,0,205
2024-01-13,WN,N708WN,1080,MDW,DAL,0530,0555,0720,0745,0,,25,25,110
2024-01-13,WN,N708WN,1081,DAL,MDW,0750,0750,0940,0940,0,,0,0,110
2024-01-13,WN,N708WN,1082,MDW,MCI,1010,1030,1135,1155,0,,20,20,85
2024-01-13,WN,N708WN,1083,MCI,MDW,1205,1231,1330,1356,0,,26,26,85
2024-01-13,WN,N708WN,1084,MDW,BNA,1400,1400,1520,1520,0,,0,0,80
2024-01-13,WN,N708WN,1085,BNA,MDW,1550,1550,1710,1710,0,,0,0,80
2024-01-13,WN,N709WN,1090,MDW,DAL,0630,0639,0820,0829,0,,9,9,110
2024-01-13,WN,N709WN,1091,DAL,MDW,0850,0850,1040,1040,0,,0,0,110
2024-01-13,WN,N709WN,1092,MDW,ATL,1110,1145,1255,1330,0,,35,35,105
2024-01-13,WN,N709WN,1093,ATL,MDW,1325,1346,1510,1531,0,,21,21,105
2024-01-13,WN,N709WN,1094,MDW,BNA,1540,1553,1700,1713,0,,13,13,80
2024-01-13,WN,N709WN,1095,BNA,MDW,1730,1745,1850,1905,0,,15,15,80
2024-01-13,WN,N710WN,1100,MDW,BNA,0530,0533,0650,0653,0,,3,3,80
2024-01-13,WN,N710WN,1101,BNA,MDW,0720,0720,0840,0840,0,,0,0,80
2024-01-13,WN,N710WN,1102,MDW,LAS,0910,0916,1235,1241,0,,6,6,205
2024-01-13,WN,N710WN,1103,LAS,MDW,1305,1325,1630,1650,0,,20,20,205
2024-01-13,WN,N710WN,1104,MDW,PHX,1700,1741,2015,2056,0,,41,41,195
2024-01-13,WN,N710WN,1105,PHX,MDW,2045,2045,0000,0000,0,,0,0,195
2024-01-13,WN,N711WN,1110,MDW,ATL,0700,0740,0845,0925,0,,40,40,105
2024-01-13,WN,N711WN,1111,ATL,MDW,0915,0915,1100,1100,0,,0,0,105
2024-01-13,WN,N711WN,1112,MDW,PHX,1130,1145,1445,1500,0,,15,15,195
2024-01-13,WN,N711WN,1113,PHX,MDW,1515,1515,1830,1830,0,,0,0,195
2024-01-13,WN,N711WN,1114,MDW,ATL,1900,1900,2045,2045,0,,0,0,105
2024-01-13,WN,N711WN,1115,ATL,MDW,2115,2124,2300,2309,0,,9,9,105
2024-01-13,WN,N712WN,1120,MDW,ATL,0645,0745,0830,0930,0,,60,60,105
2024-01-13,WN,N712WN,1121,ATL,MDW,0900,0916,1045,1101,0,,16,16,105
2024-01-13,WN,N712WN,1122,MDW,PHX,1115,1129,1430,1444,0,,14,14,195
2024-01-13,WN,N712WN,1123,PHX,MDW,1500,1500,1815,1815,0,,0,0,195
2024-01-13,WN,N712WN,1124,MDW,ATL,1845,1845,2030,2030,0,,0,0,105
2024-01-13,WN,N712WN,1125,ATL,MDW,2100,2159,2245,2344,0,,59,59,105
2024-01-13,WN,N713WN,1130,MDW,ATL,0545,0601,0730,0746,0,,16,16,105
2024-01-13,WN,N713WN,1131,ATL,MDW,0800,0800,0945,0945,0,,0,0,105
2024-01-13,WN,N713WN,1132,MDW,DAL,1015,1051,1205,1241,0,,36,36,110
2024-01-13,WN,N713WN,1133,DAL,MDW,1235,1258,1425,1448,0,,23,23,110
2024-01-13,WN,N713WN,1134,MDW,PHX,1455,1506,1810,1821,0,,11,11,195
2024-01-13,WN,N713WN,1135,PHX,MDW,1840,1854,2155,2209,0,,14,14,195
2024-01-13,WN,N714WN,1140,MDW,PHX,0615,0627,0930,0942,0,,12,12,195
2024-01-13,WN,N714WN,1141,PHX,MDW,1000,1004,1315,1319,0,,4,4,195
2024-01-13,WN,N714WN,1142,MDW,MCI,1345,1412,1510,1537,0,,27,27,85
2024-01-13,WN,N714WN,1143,MCI,MDW,1540,1544,1705,1709,0,,4,4,85
2024-01-13,WN,N714WN,1144,MDW,STL,1735,1735,1840,1840,0,,0,0,65
2024-01-13,WN,N714WN,1145,STL,MDW,1910,1927,2015,2032,0,,17,17,65
2024-01-13,WN,N715WN,1150,MDW,MCI,0530,0530,0655,0655,0,,0,0,85
2024-01-13,WN,N715WN,1151,MCI,MDW,0725,0732,0850,0857,0,,7,7,85
2024-01-13,WN,N715WN,1152,MDW,MCI,0920,0947,1045,1112,0,,27,27,85
2024-01-13,WN,N715WN,1153,MCI,MDW,1115,1138,1240,1303,0,,23,23,85
2024-01-13,WN,N715WN,1154,MDW,BNA,1310,1310,1430,1430,0,,0,0,80
2024-01-13,WN,N715WN,1155,BNA,MDW,1500,1500,1620,1620,0,,0,0,80
2024-01-13,WN,N716WN,1160,MDW,LAS,0615,0619,0940,0944,0,,4,4,205
2024-01-13,WN,N716WN,1161,LAS,MDW,1010,1034,1335,1359,0,,24,24,205
2024-01-13,WN,N716WN,1162,MDW,BNA,1405,1414,1525,1534,0,,9,9,80
2024-01-13,WN,N716WN,1163,BNA,MDW,1555,1555,1715,1715,0,,0,0,80
2024-01-13,WN,N716WN,1164,MDW,MCI,1745,1812,1910,1937,0,,27,27,85
2024-01-13,WN,N716WN,1165,MCI,MDW,1940,1955,2105,2120,0,,15,15,85
2024-01-13,WN,N717WN,1170,MDW,MCI,0615,0615,0740,0740,0,,0,0,85
2024-01-13,WN,N717WN,1171,MCI,MDW,0810,0810,0935,0935,0,,0,0,85
2024-01-13,WN,N717WN,1172,MDW,PHX,1005,1008,1320,1323,0,,3,3,195
2024-01-13,WN,N717WN,1173,PHX,MDW,1350,1350,1705,1705,0,,0,0,195
2024-01-13,WN,N717WN,1174,MDW,DAL,1735,1735,1925,1925,0,,0,0,110
2024-01-13,WN,N717WN,1175,DAL,MDW,1955,2020,2145,2210,0,,25,25,110
2024-01-13,WN,N718WN,1180,MDW,PHX,0530,0530,0845,0845,0,,0,0,195
2024-01-13,WN,N718WN,1181,PHX,MDW,0915,0915,1230,1230,0,,0,0,195
2024-01-13,WN,N718WN,1182,MDW,PHX,1300,1323,1615,1638,0,,23,23,195
2024-01-13,WN,N718WN,1183,PHX,MDW,1645,1700,2000,2015,0,,15,15,195
2024-01-13,WN,N718WN,1184,MDW,PHX,2030,2045,2345,0000,0,,15,15,195
2024-01-13,WN,N718WN,1185,PHX,MDW,0015,0024,0330,0339,0,,9,9,195
2024-01-13,WN,N719WN,1190,MDW,PHX,0700,0714,1015,1029,0,,14,14,195
2024-01-13,WN,N719WN,1191,PHX,MDW,1045,1045,1400,1400,0,,0,0,195
2024-01-13,WN,N719WN,1192,MDW,ATL,1430,1437,1615,1622,0,,7,7,105
2024-01-13,WN,N719WN,1193,ATL,MDW,1645,1645,1830,1830,0,,0,0,105
2024-01-13,WN,N719WN,1194,MDW,DEN,1900,1935,2120,2155,0,,35,35,140
2024-01-13,WN,N719WN,1195,DEN,MDW,2150,2210,0010,0030,0,,20,20,140
2024-01-13,WN,N720WN,1200,MDW,DEN,0615,0644,0835,0904,0,,29,29,140
2024-01-13,WN,N720WN,1201,DEN,MDW,0905,0905,1125,1125,0,,0,0,140
2024-01-13,WN,N720WN,1202,MDW,LAS,1155,1227,1520,1552,0,,32,32,205
2024-01-13,WN,N720WN,1203,LAS,MDW,1550,1610,1915,1935,0,,20,20,205
2024-01-13,WN,N720WN,1204,MDW,LAS,1945,2015,2310,2340,0,,30,30,205
2024-01-13,WN,N720WN,1205,LAS,MDW,2340,0004,0305,0329,0,,24,24,205
2024-01-13,WN,N721WN,1210,MDW,PHX,0615,0626,0930,0941,0,,11,11,195
2024-01-13,WN,N721WN,1211,PHX,MDW,1000,1000,1315,1315,0,,0,0,195
2024-01-13,WN,N721WN,1212,MDW,BNA,1345,1356,1505,1516,0,,11,11,80
2024-01-13,WN,N721WN,1213,BNA,MDW,1535,1550,1655,1710,0,,15,15,80
2024-01-13,WN,N721WN,1214,MDW,ATL,1725,1726,1910,1911,0,,1,1,105
2024-01-13,WN,N721WN,1215,ATL,MDW,1940,1940,2125,2125,0,,0,0,105
2024-01-14,WN,N700WN,1000,MDW,BNA,0530,0530,0650,0650,0,,0,0,80
2024-01-14,WN,N700WN,1001,BNA,MDW,0720,0720,0840,0840,0,,0,0,80
2024-01-14,WN,N700WN,1002,MDW,DEN,0910,0938,1130,1158,0,,28,28,140
2024-01-14,WN,N700WN,1003,DEN,MDW,1200,1200,1420,1420,0,,0,0,140
2024-01-14,WN,N700WN,1004,MDW,MCI,1450,1450,1615,1615,0,,0,0,85
2024-01-14,WN,N700WN,1005,MCI,MDW,1645,1656,1810,1821,0,,11,11,85
2024-01-14,WN,N701WN,1010,MDW,STL,0600,0700,0705,0805,0,,60,60,65
2024-01-14,WN,N701WN,1011,STL,MDW,0735,0757,0840,0902,0,,22,22,65
2024-01-14,WN,N701WN,1012,MDW,DAL,0910,0910,1100,1100,0,,0,0,110
2024-01-14,WN,N701WN,1013,DAL,MDW,1130,1151,1320,1341,0,,21,21,110
2024-01-14,WN,N701WN,1014,MDW,MCI,1350,1357,1515,1522,0,,7,7,85
2024-01-14,WN,N701WN,1015,MCI,MDW,1545,1609,1710,1734,0,,24,24,85
2024-01-14,WN,N702WN,1020,MDW,DAL,0530,0607,0720,0757,0,,37,37,110
2024-01-14,WN,N702WN,1021,DAL,MDW,0750,0830,0940,1020,0,,40,40,110
2024-01-14,WN,N702WN,1022,MDW,MCI,1010,1022,1135,1147,0,,12,12,85
2024-01-14,WN,N702WN,1023,MCI,MDW,1205,1212,1330,1337,0,,7,7,85
2024-01-14,WN,N702WN,1024,MDW,DEN,1400,1444,1620,1704,0,,44,44,140
2024-01-14,WN,N702WN,1025,DEN,MDW,1650,1702,1910,1922,0,,12,12,140
2024-01-14,WN,N703WN,1030,MDW,ATL,0545,0601,0730,0746,0,,16,16,105
2024-01-14,WN,N703WN,1031,ATL,MDW,0800,0842,0945,1027,0,,42,42,105
2024-01-14,WN,N703WN,1032,MDW,DAL,1015,1023,1205,1213,0,,8,8,110
2024-01-14,WN,N703WN,1033,DAL,MDW,1235,1300,1425,1450,0,,25,25,110
2024-01-14,WN,N703WN,1034,MDW,BNA,1455,1455,1615,1615,0,,0,0,80
2024-01-14,WN,N703WN,1035,BNA,MDW,1645,1726,1805,1846,0,,41,41,80
2024-01-14,WN,N704WN,1040,MDW,MCI,0630,0630,0755,0755,0,,0,0,85
2024-01-14,WN,N704WN,1041,MCI,MDW,0825,0843,0950,1008,0,,18,18,85
2024-01-14,WN,N704WN,1042,MDW,DEN,1020,1020,1240,1240,0,,0,0,140
2024-01-14,WN,N704WN,1043,DEN,MDW,1310,1324,1530,1544,0,,14,14,140
2024-01-14,WN,N704WN,1044,MDW,BNA,1600,1629,1720,1749,0,,29,29,80
2024-01-14,WN,N704WN,1045,BNA,MDW,1750,1808,1910,1928,0,,18,18,80
2024-01-14,WN,N705WN,1050,MDW,MCI,0600,0608,0725,0733,0,,8,8,85
2024-01-14,WN,N705WN,1051,MCI,MDW,0755,0821,0920,0946,0,,26,26,85
2024-01-14,WN,N705WN,1052,MDW,MCI,0950,0954,1115,1119,0,,4,4,85
2024-01-14,WN,N705WN,1053,MCI,MDW,1145,1151,1310,1316,0,,6,6,85
2024-01-14,WN,N705WN,1054,MDW,ATL,1340,1340,1525,1525,0,,0,0,105
2024-01-14,WN,N705WN,1055,ATL,MDW,1555,1555,1740,1740,0,,0,0,105
2024-01-14,WN,N706WN,1060,MDW,MCI,0645,0645,0810,0810,0,,0,0,85
2024-01-14,WN,N706WN,1061,MCI,MDW,0840,0906,1005,1031,0,,26,26,85
2024-01-14,WN,N706WN,1062,MDW,STL,1035,1114,1140,1219,0,,39,39,65
2024-01-14,WN,N706WN,1063,STL,MDW,1210,1236,1315,1341,0,,26,26,65
2024-01-14,WN,N706WN,1064,MDW,DAL,1345,1355,1535,1545,0,,10,10,110
2024-01-14,WN,N706WN,1065,DAL,MDW,1605,1605,1755,1755,0,,0,0,110
2024-01-14,WN,N707WN,1070,MDW,DEN,0645,0700,0905,0920,0,,15,15,140
2024-01-14,WN,N707WN,1071,DEN,MDW,0935,0939,1155,1159,0,,4,4,140
2024-01-14,WN,N707WN,1072,MDW,PHX,1225,1228,1540,1543,0,,3,3,195
2024-01-14,WN,N707WN,1073,PHX,MDW,1610,1621,1925,1936,0,,11,11,195
2024-01-14,WN,N707WN,1074,MDW,DAL,1955,2044,2145,2234,0,,49,49,110
2024-01-14,WN,N707WN,1075,DAL,MDW,2215,2307,0005,0057,0,,52,52,110
2024-01-14,WN,N708WN,1080,MDW,BNA,0630,0630,0750,0750,0,,0,0,80
2024-01-14,WN,N708WN,1081,BNA,MDW,0820,0849,0940,1009,0,,29,29,80
2024-01-14,WN,N708WN,1082,MDW,MCI,1010,1046,1135,1211,0,,36,36,85
2024-01-14,WN,N708WN,1083,MCI,MDW,1205,1214,1330,1339,0,,9,9,85
2024-01-14,WN,N708WN,1084,MDW,MCI,1400,1400,1525,1525,0,,0,0,85
2024-01-14,WN,N708WN,1085,MCI,MDW,1555,1555,1720,1720,0,,0,0,85
2024-01-14,WN,N709WN,1090,MDW,DAL,0645,0714,0835,0904,0,,29,29,110
2024-01-14,WN,N709WN,1091,DAL,MDW,0905,0909,1055,1059,0,,4,4,110
2024-01-14,WN,N709WN,1092,MDW,ATL,1125,1158,1310,1343,0,,33,33,105
2024-01-14,WN,N709WN,1093,ATL,MDW,1340,1342,1525,1527,0,,2,2,105
2024-01-14,WN,N709WN,1094,MDW,ATL,1555,1628,1740,1813,0,,33,33,105
2024-01-14,WN,N709WN,1095,ATL,MDW,1810,1818,1955,2003,0,,8,8,105
2024-01-14,WN,N710WN,1100,MDW,DAL,0530,,0720,,1,A,,,110
2024-01-14,WN,N710WN,1101,DAL,MDW,0750,0811,0940,1001,0,,21,21,110
2024-01-14,WN,N710WN,1102,MDW,MCI,1010,1010,1135,1135,0,,0,0,85
2024-01-14,WN,N710WN,1103,MCI,MDW,1205,1229,1330,1354,0,,24,24,85
2024-01-14,WN,N710WN,1104,MDW,LAS,1400,1456,1725,1821,0,,56,56,205
2024-01-14,WN,N710WN,1105,LAS,MDW,1755,1755,2120,2120,0,,0,0,205
2024-01-14,WN,N711WN,1110,MDW,MCI,0700,0700,0825,0825,0,,0,0,85
2024-01-14,WN,N711WN,1111,MCI,MDW,0855,0855,1020,1020,0,,0,0,85
2024-01-14,WN,N711WN,1112,MDW,DEN,1050,1050,1310,1310,0,,0,0,140
2024-01-14,WN,N711WN,1113,DEN,MDW,1340,1340,1600,1600,0,,0,0,140
2024-01-14,WN,N711WN,1114,MDW,STL,1630,1630,1735,1735,0,,0,0,65
2024-01-14,WN,N711WN,1115,STL,MDW,1805,1807,1910,1912,0,,2,2,65
2024-01-14,WN,N712WN,1120,MDW,BNA,0715,0741,0835,0901,0,,26,26,80
2024-01-14,WN,N712WN,1121,BNA,MDW,0905,0909,1025,1029,0,,4,4,80
2024-01-14,WN,N712WN,1122,MDW,STL,1055,1057,1200,1202,0,,2,2,65
2024-01-14,WN,N712WN,1123,STL,MDW,1230,1230,1335,1335,0,,0,0,65
2024-01-14,WN,N712WN,1124,MDW,LAS,1405,1429,1730,1754,0,,24,24,205
2024-01-14,WN,N712WN,1125,LAS,MDW,1800,1839,2125,2204,0,,39,39,205
2024-01-14,WN,N713WN,1130,MDW,DEN,0715,0742,0935,1002,0,,27,27,140
2024-01-14,WN,N713WN,1131,DEN,MDW,1005,1009,1225,1229,0,,4,4,140
2024-01-14,WN,N713WN,1132,MDW,DEN,1255,1255,1515,1515,0,,0,0,140
2024-01-14,WN,N713WN,1133,DEN,MDW,1545,1600,1805,1820,0,,15,15,140
2024-01-14,WN,N713WN,1134,MDW,ATL,1835,1849,2020,2034,0,,14,14,105
2024-01-14,WN,N713WN,1135,ATL,MDW,2050,2109,2235,2254,0,,19,19,105
2024-01-14,WN,N714WN,1140,MDW,BNA,0630,0630,0750,0750,0,,0,0,80
2024-01-14,WN,N714WN,1141,BNA,MDW,0820,0914,0940,1034,0,,54,54,80
2024-01-14,WN,N714WN,1142,MDW,LAS,1010,1037,1335,1402,0,,27,27,205
2024-01-14,WN,N714WN,1143,LAS,MDW,1405,1406,1730,1731,0,,1,1,205
2024-01-14,WN,N714WN,1144,MDW,DAL,1800,1821,1950,2011,0,,21,21,110
2024-01-14,WN,N714WN,1145,DAL,MDW,2020,2020,2210,2210,0,,0,0,110
2024-01-14,WN,N715WN,1150,MDW,DAL,0715,0715,0905,0905,0,,0,0,110
2024-01-14,WN,N715WN,1151,DAL,MDW,0935,1021,1125,1211,0,,46,46,110
2024-01-14,WN,N715WN,1152,MDW,PHX,1155,1155,1510,1510,0,,0,0,195
2024-01-14,WN,N715WN,1153,PHX,MDW,1540,,1855,,1,A,,,195
